State,District,Year,Temperature,Min_Temperature,Max_Temperature,Rainfall,wspd,pres,Forest_Loss,Elevation,NDVI,State_ID,District_ID,Temp_Range,Rainfall_per_Elevation,Vegetation_Forest_Index,Temperature_Scaled,Rainfall_Scaled,NDVI_Scaled,Forest_Loss_Scaled,Elevation_Scaled,Environmental_Risk_Score,Environmental_Risk_Level
Kerala,Wayanad,2015.0,28.943181818181817,22.1,37.0,2509.7,5.897338403041825,1009.976557801537,0.016563322225584,651.7235297761591,0.5868659691704522,2,8,14.9,3.844966337984874,0.5771455190198523,0.8411833009684495,-0.3861341381401195,0.0,0.8680120068891247,1.0302860795889262,61.89102564102564,Moderate Risk
Kerala,Wayanad,2016.0,28.812749003984063,20.0,39.1,1805.5,7.131908831908833,1009.976557801537,0.016563322225584,651.7235297761591,0.5868659691704522,2,8,19.1,2.766102212707372,0.5771455190198523,0.76894636475164,-1.193278818721508,0.0,0.8680120068891247,1.0302860795889262,53.17307692307692,Moderate Risk
Kerala,Wayanad,2017.0,28.3336569579288,21.0,37.2,2142.3,7.203611111111112,1009.976557801537,0.016563322225584,651.7235297761591,0.5868659691704522,2,8,16.200000000000003,3.282094029511495,0.5771455190198523,0.503613275177997,-0.8072431350807641,0.0,0.8680120068891247,1.0302860795889262,49.71153846153846,Moderate Risk
Kerala,Wayanad,2018.0,28.03277027027028,20.0,36.7,2988.3,8.098005698005698,1009.976557801537,0.016563322225584,651.7235297761591,0.5868659691704522,2,8,16.700000000000003,4.578201740367455,0.5771455190198523,0.3369747448468018,0.1624308208576835,0.0,0.8680120068891247,1.0302860795889262,54.07051282051282,Moderate Risk
Kerala,Wayanad,2019.0,28.47873376623377,19.0,37.0,3228.3,8.486363636363636,1009.976557801537,0.016563322225584,651.7235297761591,0.586865969170452,2,8,18.0,4.945891871106735,0.5771455190198521,0.5839604195106767,0.4375156310529878,-2.220446049250313e-16,0.8680120068891247,1.0302860795889262,74.77564102564102,High Risk
Kerala,Wayanad,2020.0,27.816229508196724,21.0,37.4,3100.5,6.842372881355932,1008.8417582417582,0.016563322225584,651.7235297761591,0.586865969170452,2,8,16.4,4.750096876488068,0.5771455190198521,0.2170490856907316,0.2910329696239881,-2.220446049250313e-16,0.8680120068891247,1.0302860795889262,61.37820512820513,Moderate Risk
Kerala,Wayanad,2021.0,24.98123287671233,17.9,32.2,3770.7,6.388767123287671,1010.5980821917808,0.016563322225584,651.7235297761591,0.586865969170452,2,8,14.300000000000004,5.776871566577506,0.5771455190198521,-1.3530425519313531,1.059207302094375,-2.220446049250313e-16,0.8680120068891247,1.0302860795889262,58.23717948717949,Moderate Risk
Kerala,Wayanad,2022.0,24.67287671232877,17.5,32.0,3177.9,7.434246575342466,1010.2884931506848,0.016563322225584,651.7235297761591,0.586865969170452,2,8,14.5,4.868676943651486,0.5771455190198521,-1.523817864230173,0.3797478209119738,-2.220446049250313e-16,0.8680120068891247,1.0302860795889262,52.33974358974359,Moderate Risk
Kerala,Wayanad,2023.0,25.166986301369864,17.0,33.0,2360.6,9.706027397260272,1011.5164383561644,0.016563322225584,651.7235297761591,0.5868659691704522,2,8,16.0,3.6165388442630975,0.5771455190198523,-1.2501676858819526,-0.5570305764739522,0.0,0.8680120068891247,1.0302860795889262,34.90384615384615,Moderate Risk
Kerala,Wayanad,2024.0,25.508196721311474,18.3,34.4,3132.1,9.946994535519126,1010.795224719101,0.016563322225584,651.7235297761591,0.586865969170452,2,8,16.099999999999998,4.79850941036874,0.5771455190198521,-1.061196869807531,0.3272524696330364,-2.220446049250313e-16,0.8680120068891247,1.0302860795889262,53.62179487179487,Moderate Risk
Kerala,Kannur,2015.0,28.96969696969697,22.1,37.0,2513.8,5.897338403041825,1009.976557801537,0.0111795203424652,83.79522847380736,0.5868659691704522,2,1,14.9,29.64553601947656,0.5803050891298106,0.8558680512788671,-0.3814347726326159,0.0,0.0035522863535381,-1.0634687864023409,59.39102564102564,Moderate Risk
Kerala,Kannur,2016.0,28.916129032258063,20.0,39.1,2144.9,7.131908831908833,1009.976557801537,0.0111795203424652,83.79522847380736,0.5868659691704522,2,1,19.1,25.295055377585832,0.5803050891298106,0.8262007953521989,-0.8042630496369817,0.0,0.0035522863535381,-1.0634687864023409,53.36538461538461,Moderate Risk
Kerala,Kannur,2017.0,28.53719135802469,21.0,37.0,2914.5,7.203611111111112,1009.976557801537,0.0111795203424652,83.79522847380736,0.5868659691704522,2,1,16.0,34.371037763053714,0.5803050891298106,0.6163356876175703,0.0778422417226273,0.0,0.0035522863535381,-1.0634687864023409,58.30128205128206,Moderate Risk
Kerala,Kannur,2018.0,28.272990353697747,20.0,36.6,3386.7,8.098005698005698,1009.976557801537,0.0111795203424652,83.79522847380736,0.586865969170452,2,1,16.6,39.93974732960508,0.5803050891298104,0.4700146010461586,0.6190716057818882,-2.220446049250313e-16,0.0035522863535381,-1.0634687864023409,70.73717948717949,High Risk
Kerala,Kannur,2019.0,28.61076923076924,19.0,37.0,3912.5,8.486363636363636,1009.976557801537,0.0111795203424652,83.79522847380736,0.586865969170452,2,1,18.0,46.14056793547697,0.5803050891298104,0.6570849433405842,1.2217365774514344,-2.220446049250313e-16,0.0035522863535381,-1.0634687864023409,79.07051282051283,High Risk
Kerala,Kannur,2020.0,28.20402476780185,21.0,37.4,4362.1,6.842372881355932,1008.8417582417582,0.0111795203424652,83.79522847380736,0.586865969170452,2,1,16.4,51.44275307127007,0.5803050891298104,0.4318197444821996,1.7370621218839717,-2.220446049250313e-16,0.0035522863535381,-1.0634687864023409,73.75,High Risk
Kerala,Kannur,2021.0,28.5527397260274,20.9,35.7,3801.8,9.209041095890411,1009.4476712328768,0.0111795203424652,83.79522847380736,0.586865969170452,2,1,14.800000000000004,44.8350699494176,0.5803050891298104,0.6249467604875039,1.0948537087488504,-2.220446049250313e-16,0.0035522863535381,-1.0634687864023409,77.98076923076923,High Risk
Kerala,Kannur,2022.0,28.49958904109589,20.4,37.0,3296.6,9.525753424657534,1009.1501369863014,0.0111795203424652,83.79522847380736,0.5868659691704522,2,1,16.6,38.87718754149352,0.5803050891298106,0.5955105893760222,0.5158001832877346,0.0,0.0035522863535381,-1.0634687864023409,62.916666666666664,Moderate Risk
Kerala,Kannur,2023.0,28.937534246575343,20.9,38.3,2965.2,12.492876712328766,1010.324383561644,0.0111795203424652,83.79522847380736,0.5868659691704522,2,1,17.4,34.96894876479906,0.5803050891298106,0.8380555353641731,0.1359539078763851,0.0,0.0035522863535381,-1.0634687864023409,62.467948717948715,Moderate Risk
Kerala,Kannur,2024.0,28.933060109289617,22.2,37.0,3777.5,12.651366120218578,1009.5269662921348,0.0111795203424652,83.79522847380736,0.5868659691704522,2,1,14.8,44.54849722077042,0.5803050891298106,0.8355776468686889,1.0670013717165756,0.0,0.0035522863535381,-1.0634687864023409,70.73717948717949,High Risk
Goa,North Goa,2015.0,28.903125,19.9,36.6,2083.5,9.943331978503364,1009.976557801537,0.0063713314701765,71.22257531512109,0.586865969170452,0,3,16.700000000000003,28.84832049963998,0.5831268515523006,0.8189988388923556,-0.8746389135786138,-2.220446049250313e-16,-0.7684831077893797,-1.1098198023123678,54.93589743589744,Moderate Risk
Goa,North Goa,2016.0,27.979938271604937,17.6,36.5,2860.6,9.943331978503364,1009.976557801537,0.0063713314701765,71.22257531512109,0.5868659691704522,0,3,18.9,39.60811404908573,0.5831268515523008,0.3077150701148836,0.0160627780995984,0.0,-0.7684831077893797,-1.1098198023123678,42.33974358974359,Moderate Risk
Goa,North Goa,2017.0,28.22712121212121,17.5,36.9,2374.5,9.943331978503364,1009.976557801537,0.0063713314701765,71.22257531512109,0.5868659691704522,0,3,19.4,32.87753157014405,0.5831268515523008,0.4446111297282712,-0.5410985812168073,0.0,-0.7684831077893797,-1.1098198023123678,41.37820512820513,Moderate Risk
Goa,North Goa,2018.0,28.02528901734104,17.6,36.8,2185.4,8.28231707317073,1009.9969512195122,0.0063713314701765,71.22257531512109,0.5868659691704522,0,3,19.2,30.259236678624053,0.5831268515523008,0.3328314409244323,-0.7578424879165241,0.0,-0.7684831077893797,-1.1098198023123678,36.05769230769231,Moderate Risk
Goa,North Goa,2019.0,27.85604395604396,15.9,36.0,4051.1,10.666483516483517,1009.5875690607736,0.0063713314701765,71.22257531512109,0.586865969170452,0,3,20.1,56.09187961415479,0.5831268515523006,0.2390993170480622,1.3805980553392223,-2.220446049250313e-16,-0.7684831077893797,-1.1098198023123678,60.28846153846155,Moderate Risk
Goa,North Goa,2020.0,27.75722713864307,15.8,36.8,4313.6,9.46913946587537,1009.41568627451,0.0063713314701765,71.22257531512109,0.586865969170452,0,3,21.0,59.72647722930022,0.5831268515523006,0.1843721061108395,1.681472066490337,-2.220446049250313e-16,-0.7684831077893797,-1.1098198023123678,59.32692307692308,Moderate Risk
Goa,North Goa,2021.0,27.980821917808218,19.2,36.0,3023.8,9.435616438356163,1008.9419178082192,0.0063713314701765,71.22257531512109,0.5868659691704522,0,3,16.8,41.86779530924472,0.5831268515523008,0.3082044553575255,0.2031204490324056,0.0,-0.7684831077893797,-1.1098198023123678,44.96794871794872,Moderate Risk
Goa,North Goa,2022.0,27.819726027397262,17.6,38.6,2605.9,9.939669421487602,1008.741046831956,0.0063713314701765,71.22257531512109,0.5868659691704522,0,3,21.0,36.0815159059332,0.5831268515523008,0.2189855449784016,-0.275870976720168,0.0,-0.7684831077893797,-1.1098198023123678,36.69871794871795,Moderate Risk
Goa,North Goa,2023.0,28.6572602739726,19.2,38.1,2328.6,15.88986301369863,1009.9561643835616,0.0063713314701765,71.22257531512109,0.586865969170452,0,3,18.9,32.241996215724335,0.5831268515523006,0.6828328392453858,-0.5937085511666594,-2.220446049250313e-16,-0.7684831077893797,-1.1098198023123678,57.660256410256416,Moderate Risk
Goa,North Goa,2024.0,28.306420765027323,19.0,37.2,3751.3,14.35901639344262,1009.0494535519124,0.0063713314701765,71.22257531512109,0.5868659691704522,0,3,18.200000000000003,51.940822985504894,0.5831268515523008,0.4885291942163631,1.0369712799369215,0.0,-0.7684831077893797,-1.1098198023123678,56.378205128205124,Moderate Risk
Goa,South Goa,2015.0,28.903125,19.9,36.6,2083.5,9.943331978503364,1009.976557801537,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,16.700000000000003,9.811272576048417,0.5844021542166883,0.8189988388923556,-0.8746389135786138,0.0,-1.1174064570070543,-0.593189881703531,41.730769230769226,Moderate Risk
Goa,South Goa,2016.0,28.036419753086417,17.6,36.5,3010.3,9.943331978503364,1009.976557801537,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,18.9,14.175605392694283,0.5844021542166883,0.3389959191888191,0.1876469284589198,0.0,-1.1174064570070543,-0.593189881703531,42.27564102564102,Moderate Risk
Goa,South Goa,2017.0,28.297727272727272,17.5,36.9,2679.7,9.943331978503364,1009.976557801537,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,19.4,12.618798714680556,0.5844021542166883,0.4837145219834389,-0.1912823975851122,0.0,-1.1174064570070543,-0.593189881703531,42.21153846153846,Moderate Risk
Goa,South Goa,2018.0,28.06083815028901,17.6,36.8,2314.4,8.28231707317073,1009.9969512195122,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,19.2,10.898588552918865,0.5844021542166883,0.352519434817072,-0.6099844024365481,0.0,-1.1174064570070543,-0.593189881703531,36.12179487179487,Moderate Risk
Goa,South Goa,2019.0,27.91607142857143,17.1,36.9,4080.5,10.666483516483517,1009.5875690607736,0.0041982583472109,211.3577735559305,0.586865969170452,0,6,19.8,19.215213701255365,0.5844021542166882,0.272344024147988,1.4142959445881471,-2.220446049250313e-16,-1.1174064570070543,-0.593189881703531,58.94230769230769,Moderate Risk
Goa,South Goa,2020.0,27.747935103244835,15.8,36.8,4448.4,9.46913946587537,1009.41568627451,0.0041982583472109,211.3577735559305,0.586865969170452,0,6,21.0,20.94766735171287,0.5844021542166882,0.1792259458250619,1.8359780348833652,-2.220446049250313e-16,-1.1174064570070543,-0.593189881703531,56.37820512820514,Moderate Risk
Goa,South Goa,2021.0,27.923013698630136,19.7,36.0,3295.5,11.35945205479452,1009.1230136986302,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,16.3,15.518621921942668,0.5844021542166883,0.2761888259527715,0.5145393779076729,0.0,-1.1174064570070543,-0.593189881703531,44.51923076923077,Moderate Risk
Goa,South Goa,2022.0,27.866986301369867,18.1,36.3,2765.6,11.701652892561984,1008.915702479339,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,18.2,13.023304745053752,0.5844021542166883,0.245159460013095,-0.0928249592693761,0.0,-1.1174064570070543,-0.593189881703531,36.63461538461538,Moderate Risk
Goa,South Goa,2023.0,28.51383561643836,18.4,37.8,2617.4,14.636164383561644,1010.0906849315068,0.0041982583472109,211.3577735559305,0.586865969170452,0,6,19.4,12.325425889392427,0.5844021542166882,0.6034006970966268,-0.2626898295649764,-2.220446049250313e-16,-1.1174064570070543,-0.593189881703531,55.3525641025641,Moderate Risk
Goa,South Goa,2024.0,28.38989071038252,19.6,36.2,3705.2,14.654918032786885,1009.2243169398906,0.0041982583472109,211.3577735559305,0.5868659691704522,0,6,16.6,17.44791319835593,0.5844021542166883,0.5347569257556236,0.98413207264524,0.0,-1.1174064570070543,-0.593189881703531,54.00641025641026,Moderate Risk
Maharashtra,Sindhudurg,2015.0,28.574812030075183,17.6,36.6,2434.6,9.943331978503364,1009.976557801537,0.0037790065371252,145.36970527411776,0.586865969170452,3,5,19.0,16.633223353429166,0.5846481988365405,0.6371709513819845,-0.4722127599970667,-2.220446049250313e-16,-1.184724369227623,-0.836465025318631,51.76282051282052,Moderate Risk
Maharashtra,Sindhudurg,2016.0,27.69620689655172,17.6,36.5,3016.6,9.943331978503364,1009.976557801537,0.0037790065371252,145.36970527411776,0.5868659691704522,3,5,18.9,20.60945599603813,0.5846481988365407,0.1505775785374,0.1948679047265462,0.0,-1.184724369227623,-0.836465025318631,31.69871794871795,Low Risk
Maharashtra,Sindhudurg,2017.0,28.03818770226537,17.5,36.9,2223.8,9.943331978503364,1009.976557801537,0.0037790065371252,145.36970527411776,0.5868659691704522,3,5,19.4,15.193034623082143,0.5846481988365407,0.3399750534109854,-0.7138289182852753,0.0,-1.184724369227623,-0.836465025318631,31.121794871794872,Low Risk
Maharashtra,Sindhudurg,2018.0,27.764119601328904,17.6,36.6,2266.0,9.943331978503364,1009.976557801537,0.0037790065371252,145.36970527411776,0.5868659691704522,3,5,19.0,15.48134564974554,0.5846481988365407,0.1881893233538748,-0.6654598391592679,0.0,-1.184724369227623,-0.836465025318631,25.67307692307692,Low Risk
Maharashtra,Sindhudurg,2019.0,27.865420560747665,15.9,36.0,3222.5,9.943331978503364,1009.976557801537,0.0037790065371252,145.36970527411776,0.586865969170452,3,5,20.1,22.01616785362092,0.5846481988365405,0.2442923139183513,0.4308677481399344,-2.220446049250313e-16,-1.184724369227623,-0.836465025318631,48.81410256410256,Moderate Risk
Maharashtra,Sindhudurg,2020.0,27.72117647058824,18.1,36.8,3299.6,9.943331978503364,1009.976557801537,0.0037790065371252,145.36970527411776,0.5868659691704522,3,5,18.7,22.54291619854386,0.5846481988365407,0.1644063496034175,0.5192387434151758,0.0,-1.184724369227623,-0.836465025318631,36.955128205128204,Moderate Risk
Maharashtra,Sindhudurg,2021.0,26.93365384615385,17.6,35.8,3211.7,10.497252747252746,1009.2799450549452,0.0037790065371252,145.36970527411776,0.586865969170452,3,5,18.2,21.94238209324261,0.5846481988365405,-0.2717432645903805,0.4184889316811456,-2.220446049250313e-16,-1.184724369227623,-0.836465025318631,41.18589743589744,Moderate Risk
Maharashtra,Sindhudurg,2022.0,26.92232876712329,16.0,37.3,2530.6,10.96253443526171,1009.0887052341598,0.0037790065371252,145.36970527411776,0.5868659691704522,3,5,21.3,17.28909677901415,0.5846481988365407,-0.278015374999196,-0.3621788359189449,0.0,-1.184724369227623,-0.836465025318631,23.429487179487175,Low Risk
Maharashtra,Sindhudurg,2023.0,27.66780821917808,17.6,37.1,2176.7,15.435616438356163,1010.3484931506848,0.0037790065371252,145.36970527411776,0.586865969170452,3,5,19.5,14.871246723654508,0.5846481988365405,0.1348496847654313,-0.7678143122861042,-2.220446049250313e-16,-1.184724369227623,-0.836465025318631,32.019230769230774,Low Risk
Maharashtra,Sindhudurg,2024.0,27.502808988764045,16.7,37.0,3329.0,15.561344537815126,1009.4745098039216,0.0037790065371252,145.36970527411776,0.5868659691704522,3,5,20.3,22.74377743512926,0.5846481988365407,0.043469007621024,0.5529366326641008,0.0,-1.184724369227623,-0.836465025318631,34.90384615384615,Moderate Risk
